annual_revenue,billing,billing.amount,billing.currency,billing.plan,created_at,domain,email,employee_count,id,industry,integrations,integrations.hubspot,integrations.salesforce,integrations.slack,metadata,metadata.account_manager,metadata.priority,metadata.region,metadata.support_level,metadata.tier,name,updated_at
38630600,,,,,2023-04-07T00:00:00Z,advancedmfg.example,contact429@advancedmfg.example,258,1429,manufacturing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""west"", ""priority"": 5}",David Kim,5,west,standard,enterprise,Advanced Manufacturing Corp #429,2023-09-07T00:00:00Z
142094356,"{""plan"": ""annual"", ""amount"": 7162, ""currency"": ""USD""}",7162,USD,annual,2023-06-01T00:00:00Z,digitalmarketing.example,contact430@digitalmarketing.example,552,1430,marketing,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Taylor Brown"", ""region"": ""east"", ""priority"": 2}",Taylor Brown,2,east,basic,professional,Digital Marketing Agency #430,2023-10-21T00:00:00Z
44525997,,,,,2024-01-06T00:00:00Z,cloudservices.example,contact431@cloudservices.example,172,1431,cloud_computing,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""east"", ""priority"": 2}",Lisa Wang,2,east,premium,starter,Cloud Services Provider #431,2024-04-11T00:00:00Z
70139097,"{""plan"": ""annual"", ""amount"": 3075, ""currency"": ""USD""}",3075,USD,annual,2023-07-02T00:00:00Z,biotechresearch.example,contact432@biotechresearch.example,753,1432,biotechnology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Sarah Johnson"", ""region"": ""east"", ""priority"": 5}",Sarah Johnson,5,east,standard,enterprise,Biotech Research Lab #432,2023-07-24T00:00:00Z
37387027,,,,,2023-06-22T00:00:00Z,urbanplanning.example,contact433@urbanplanning.example,593,1433,consulting,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""south"", ""priority"": 2}",Jordan Lee,2,south,premium,professional,Urban Planning Consultants #433,2023-12-16T00:00:00Z
113944754,"{""plan"": ""monthly"", ""amount"": 4141, ""currency"": ""USD""}",4141,USD,monthly,2024-02-04T00:00:00Z,renewableresources.example,contact434@renewableresources.example,837,1434,energy,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Casey Miller"", ""region"": ""east"", ""priority"": 3}",Casey Miller,3,east,premium,enterprise,Renewable Resources Corp #434,2024-03-25T00:00:00Z
85469518,,,,,2023-01-21T00:00:00Z,mobileapp.example,contact435@mobileapp.example,730,1435,mobile,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Michael Chen"", ""region"": ""central"", ""priority"": 1}",Michael Chen,1,central,standard,professional,Mobile App Development #435,2023-02-10T00:00:00Z
176340202,,,,,2023-06-18T00:00:00Z,dataanalytics.example,contact436@dataanalytics.example,789,1436,analytics,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""west"", ""priority"": 2}",Taylor Brown,2,west,premium,enterprise,Data Analytics Firm #436,2023-07-09T00:00:00Z
122479951,"{""plan"": ""annual"", ""amount"": 7281, ""currency"": ""USD""}",7281,USD,annual,2024-01-12T00:00:00Z,cybersecurity.example,contact437@cybersecurity.example,999,1437,security,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""east"", ""priority"": 1}",Taylor Brown,1,east,standard,starter,Cybersecurity Solutions #437,2024-02-21T00:00:00Z
175466876,,,,,2024-03-24T00:00:00Z,ecommerce.example,contact438@ecommerce.example,329,1438,retail,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""south"", ""priority"": 5}",Morgan Davis,5,south,standard,enterprise,E-commerce Platform #438,2024-09-12T00:00:00Z
127865484,"{""plan"": ""annual"", ""amount"": 4391, ""currency"": ""USD""}",4391,USD,annual,2023-08-07T00:00:00Z,airesearch.example,contact439@airesearch.example,499,1439,research,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Michael Chen"", ""region"": ""central"", ""priority"": 5}",Michael Chen,5,central,premium,enterprise,AI Research Institute #439,2023-09-20T00:00:00Z
122211503,"{""plan"": ""monthly"", ""amount"": 3349, ""currency"": ""USD""}",3349,USD,monthly,2023-06-29T00:00:00Z,techsolutions.example,contact440@techsolutions.example,722,1440,technology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Casey Miller"", ""region"": ""north"", ""priority"": 4}",Casey Miller,4,north,premium,enterprise,Tech Solutions Inc #440,2023-09-23T00:00:00Z
135408813,,,,,2023-10-08T00:00:00Z,greenenergy.example,contact441@greenenergy.example,847,1441,renewable_energy,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""east"", ""priority"": 1}",Lisa Wang,1,east,premium,enterprise,Green Energy Co #441,2024-02-04T00:00:00Z
86914177,,,,,2023-09-10T00:00:00Z,creativedesign.example,contact442@creativedesign.example,329,1442,design,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Alex Thompson"", ""region"": ""south"", ""priority"": 3}",Alex Thompson,3,south,standard,professional,Creative Design Studio #442,2024-01-15T00:00:00Z
94986405,,,,,2023-08-10T00:00:00Z,globallogistics.example,contact443@globallogistics.example,151,1443,logistics,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Jordan Lee"", ""region"": ""north"", ""priority"": 4}",Jordan Lee,4,north,basic,professional,Global Logistics LLC #443,2023-10-11T00:00:00Z
53776288,,,,,2023-10-26T00:00:00Z,healthwellness.example,contact444@healthwellness.example,891,1444,healthcare,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""central"", ""priority"": 2}",Taylor Brown,2,central,standard,enterprise,Health & Wellness Center #444,2023-12-25T00:00:00Z
194664211,,,,,2023-10-07T00:00:00Z,innovativesoftware.example,contact445@innovativesoftware.example,84,1445,software,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""south"", ""priority"": 5}",Emily Rodriguez,5,south,basic,starter,Innovative Software Labs #445,2024-03-10T00:00:00Z
122542290,"{""plan"": ""annual"", ""amount"": 3589, ""currency"": ""USD""}",3589,USD,annual,2023-10-20T00:00:00Z,artisancoffee.example,contact446@artisancoffee.example,207,1446,food_beverage,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Michael Chen"", ""region"": ""west"", ""priority"": 2}",Michael Chen,2,west,standard,enterprise,Artisan Coffee Roasters #446,2024-04-28T00:00:00Z
56376719,,,,,2023-07-20T00:00:00Z,edupublishing.example,contact447@edupublishing.example,507,1447,education,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""east"", ""priority"": 5}",Jordan Lee,5,east,premium,enterprise,Educational Publishing House #447,2023-11-11T00:00:00Z
8144011,"{""plan"": ""annual"", ""amount"": 2007, ""currency"": ""USD""}",2007,USD,annual,2024-04-27T00:00:00Z,sustainablefashion.example,contact448@sustainablefashion.example,911,1448,fashion,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Casey Miller"", ""region"": ""central"", ""priority"": 2}",Casey Miller,2,central,standard,enterprise,Sustainable Fashion Brand #448,2024-06-22T00:00:00Z
180853460,,,,,2023-03-04T00:00:00Z,advancedmfg.example,contact449@advancedmfg.example,898,1449,manufacturing,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""west"", ""priority"": 3}",Jordan Lee,3,west,premium,starter,Advanced Manufacturing Corp #449,2023-09-09T00:00:00Z
39321300,,,,,2023-03-15T00:00:00Z,digitalmarketing.example,contact450@digitalmarketing.example,856,1450,marketing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Morgan Davis"", ""region"": ""east"", ""priority"": 2}",Morgan Davis,2,east,premium,enterprise,Digital Marketing Agency #450,2023-08-08T00:00:00Z
62211703,,,,,2023-09-24T00:00:00Z,cloudservices.example,contact451@cloudservices.example,461,1451,cloud_computing,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Casey Miller"", ""region"": ""west"", ""priority"": 3}",Casey Miller,3,west,premium,professional,Cloud Services Provider #451,2023-09-25T00:00:00Z
188104945,,,,,2023-06-05T00:00:00Z,biotechresearch.example,contact452@biotechresearch.example,320,1452,biotechnology,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Lisa Wang"", ""region"": ""south"", ""priority"": 4}",Lisa Wang,4,south,basic,professional,Biotech Research Lab #452,2023-11-22T00:00:00Z
137301252,,,,,2023-04-06T00:00:00Z,urbanplanning.example,contact453@urbanplanning.example,259,1453,consulting,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Jordan Lee"", ""region"": ""north"", ""priority"": 3}",Jordan Lee,3,north,basic,professional,Urban Planning Consultants #453,2023-09-11T00:00:00Z
12830060,,,,,2024-03-22T00:00:00Z,renewableresources.example,contact454@renewableresources.example,898,1454,energy,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Taylor Brown"", ""region"": ""south"", ""priority"": 1}",Taylor Brown,1,south,basic,enterprise,Renewable Resources Corp #454,2024-06-10T00:00:00Z
117367318,"{""plan"": ""monthly"", ""amount"": 8737, ""currency"": ""USD""}",8737,USD,monthly,2024-03-05T00:00:00Z,mobileapp.example,contact455@mobileapp.example,587,1455,mobile,"{""salesforce"": true, ""hubspot"": true, ""slack"": true}",True,True,True,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""central"", ""priority"": 2}",Casey Miller,2,central,basic,enterprise,Mobile App Development #455,2024-06-30T00:00:00Z
52577649,"{""plan"": ""monthly"", ""amount"": 2035, ""currency"": ""USD""}",2035,USD,monthly,2023-03-03T00:00:00Z,dataanalytics.example,contact456@dataanalytics.example,172,1456,analytics,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""central"", ""priority"": 1}",Emily Rodriguez,1,central,standard,enterprise,Data Analytics Firm #456,2023-07-09T00:00:00Z
165259345,,,,,2024-05-11T00:00:00Z,cybersecurity.example,contact457@cybersecurity.example,10,1457,security,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Michael Chen"", ""region"": ""east"", ""priority"": 2}",Michael Chen,2,east,premium,enterprise,Cybersecurity Solutions #457,2024-10-02T00:00:00Z
131345380,,,,,2023-09-22T00:00:00Z,ecommerce.example,contact458@ecommerce.example,866,1458,retail,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""central"", ""priority"": 1}",David Kim,1,central,standard,professional,E-commerce Platform #458,2024-03-21T00:00:00Z
115219175,,,,,2024-04-12T00:00:00Z,airesearch.example,contact459@airesearch.example,441,1459,research,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Alex Thompson"", ""region"": ""south"", ""priority"": 4}",Alex Thompson,4,south,standard,starter,AI Research Institute #459,2024-05-30T00:00:00Z
14638334,,,,,2023-07-10T00:00:00Z,techsolutions.example,contact460@techsolutions.example,470,1460,technology,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""west"", ""priority"": 2}",Morgan Davis,2,west,standard,professional,Tech Solutions Inc #460,2023-07-18T00:00:00Z
194709494,"{""plan"": ""monthly"", ""amount"": 1621, ""currency"": ""USD""}",1621,USD,monthly,2023-04-13T00:00:00Z,greenenergy.example,contact461@greenenergy.example,363,1461,renewable_energy,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""central"", ""priority"": 1}",Taylor Brown,1,central,premium,professional,Green Energy Co #461,2023-06-05T00:00:00Z
112662206,,,,,2024-01-04T00:00:00Z,creativedesign.example,contact462@creativedesign.example,529,1462,design,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Sarah Johnson"", ""region"": ""east"", ""priority"": 4}",Sarah Johnson,4,east,standard,enterprise,Creative Design Studio #462,2024-01-28T00:00:00Z
91391810,,,,,2023-10-25T00:00:00Z,globallogistics.example,contact463@globallogistics.example,972,1463,logistics,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Sarah Johnson"", ""region"": ""central"", ""priority"": 5}",Sarah Johnson,5,central,standard,starter,Global Logistics LLC #463,2023-12-31T00:00:00Z
24001530,,,,,2023-03-18T00:00:00Z,healthwellness.example,contact464@healthwellness.example,677,1464,healthcare,"{""salesforce"": true, ""hubspot"": true, ""slack"": true}",True,True,True,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""north"", ""priority"": 4}",Lisa Wang,4,north,standard,starter,Health & Wellness Center #464,2023-04-15T00:00:00Z
199446570,,,,,2023-11-16T00:00:00Z,innovativesoftware.example,contact465@innovativesoftware.example,425,1465,software,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Morgan Davis"", ""region"": ""central"", ""priority"": 2}",Morgan Davis,2,central,premium,professional,Innovative Software Labs #465,2024-05-27T00:00:00Z
61217438,,,,,2024-02-16T00:00:00Z,artisancoffee.example,contact466@artisancoffee.example,56,1466,food_beverage,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""east"", ""priority"": 3}",Lisa Wang,3,east,standard,starter,Artisan Coffee Roasters #466,2024-04-26T00:00:00Z
121506387,,,,,2023-05-08T00:00:00Z,edupublishing.example,contact467@edupublishing.example,904,1467,education,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Sarah Johnson"", ""region"": ""east"", ""priority"": 3}",Sarah Johnson,3,east,standard,starter,Educational Publishing House #467,2023-11-05T00:00:00Z
72062456,,,,,2023-09-28T00:00:00Z,sustainablefashion.example,contact468@sustainablefashion.example,996,1468,fashion,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Jordan Lee"", ""region"": ""south"", ""priority"": 3}",Jordan Lee,3,south,basic,enterprise,Sustainable Fashion Brand #468,2023-12-06T00:00:00Z
170378832,"{""plan"": ""monthly"", ""amount"": 8243, ""currency"": ""USD""}",8243,USD,monthly,2023-04-25T00:00:00Z,advancedmfg.example,contact469@advancedmfg.example,954,1469,manufacturing,"{""salesforce"": true, ""hubspot"": false, ""slack"": true}",False,True,True,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""north"", ""priority"": 3}",Lisa Wang,3,north,premium,starter,Advanced Manufacturing Corp #469,2023-07-05T00:00:00Z
110907375,"{""plan"": ""annual"", ""amount"": 8020, ""currency"": ""USD""}",8020,USD,annual,2024-04-20T00:00:00Z,digitalmarketing.example,contact470@digitalmarketing.example,186,1470,marketing,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""central"", ""priority"": 3}",Emily Rodriguez,3,central,standard,starter,Digital Marketing Agency #470,2024-05-19T00:00:00Z
160972180,,,,,2023-10-31T00:00:00Z,cloudservices.example,contact471@cloudservices.example,620,1471,cloud_computing,"{""salesforce"": false, ""hubspot"": true, ""slack"": false}",True,False,False,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""east"", ""priority"": 1}",Casey Miller,1,east,basic,enterprise,Cloud Services Provider #471,2024-05-08T00:00:00Z
33486889,,,,,2024-03-10T00:00:00Z,biotechresearch.example,contact472@biotechresearch.example,293,1472,biotechnology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Taylor Brown"", ""region"": ""west"", ""priority"": 3}",Taylor Brown,3,west,basic,enterprise,Biotech Research Lab #472,2024-07-17T00:00:00Z
160247952,,,,,2023-06-22T00:00:00Z,urbanplanning.example,contact473@urbanplanning.example,785,1473,consulting,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""central"", ""priority"": 2}",David Kim,2,central,standard,professional,Urban Planning Consultants #473,2023-12-21T00:00:00Z
172803592,,,,,2023-04-24T00:00:00Z,renewableresources.example,contact474@renewableresources.example,701,1474,energy,"{""salesforce"": true, ""hubspot"": false, ""slack"": false}",False,True,False,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""east"", ""priority"": 3}",Casey Miller,3,east,basic,enterprise,Renewable Resources Corp #474,2023-06-24T00:00:00Z
162714098,,,,,2023-12-18T00:00:00Z,mobileapp.example,contact475@mobileapp.example,389,1475,mobile,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""south"", ""priority"": 3}",Morgan Davis,3,south,basic,starter,Mobile App Development #475,2024-03-26T00:00:00Z
194301968,,,,,2023-08-28T00:00:00Z,dataanalytics.example,contact476@dataanalytics.example,39,1476,analytics,"{""salesforce"": false, ""hubspot"": true, ""slack"": false}",True,False,False,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""central"", ""priority"": 2}",Morgan Davis,2,central,standard,professional,Data Analytics Firm #476,2023-08-31T00:00:00Z
121599714,,,,,2024-04-21T00:00:00Z,cybersecurity.example,contact477@cybersecurity.example,501,1477,security,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""west"", ""priority"": 3}",Lisa Wang,3,west,premium,professional,Cybersecurity Solutions #477,2024-08-28T00:00:00Z
185350447,,,,,2024-01-04T00:00:00Z,ecommerce.example,contact478@ecommerce.example,591,1478,retail,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Sarah Johnson"", ""region"": ""west"", ""priority"": 5}",Sarah Johnson,5,west,basic,enterprise,E-commerce Platform #478,2024-05-19T00:00:00Z
129243767,,,,,2024-03-20T00:00:00Z,airesearch.example,contact479@airesearch.example,649,1479,research,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Michael Chen"", ""region"": ""central"", ""priority"": 4}",Michael Chen,4,central,premium,starter,AI Research Institute #479,2024-04-19T00:00:00Z
102829212,"{""plan"": ""annual"", ""amount"": 5229, ""currency"": ""USD""}",5229,USD,annual,2023-12-15T00:00:00Z,techsolutions.example,contact480@techsolutions.example,571,1480,technology,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Jordan Lee"", ""region"": ""central"", ""priority"": 3}",Jordan Lee,3,central,basic,starter,Tech Solutions Inc #480,2024-04-27T00:00:00Z
103656615,"{""plan"": ""monthly"", ""amount"": 4691, ""currency"": ""USD""}",4691,USD,monthly,2023-02-22T00:00:00Z,greenenergy.example,contact481@greenenergy.example,48,1481,renewable_energy,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""east"", ""priority"": 4}",Emily Rodriguez,4,east,standard,professional,Green Energy Co #481,2023-07-31T00:00:00Z
4622723,"{""plan"": ""annual"", ""amount"": 4623, ""currency"": ""USD""}",4623,USD,annual,2024-04-17T00:00:00Z,creativedesign.example,contact482@creativedesign.example,789,1482,design,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Michael Chen"", ""region"": ""east"", ""priority"": 5}",Michael Chen,5,east,premium,enterprise,Creative Design Studio #482,2024-09-02T00:00:00Z
102413636,,,,,2023-06-16T00:00:00Z,globallogistics.example,contact483@globallogistics.example,935,1483,logistics,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Sarah Johnson"", ""region"": ""central"", ""priority"": 1}",Sarah Johnson,1,central,standard,enterprise,Global Logistics LLC #483,2023-07-18T00:00:00Z
84278668,"{""plan"": ""monthly"", ""amount"": 4126, ""currency"": ""USD""}",4126,USD,monthly,2023-03-12T00:00:00Z,healthwellness.example,contact484@healthwellness.example,886,1484,healthcare,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""east"", ""priority"": 4}",Taylor Brown,4,east,premium,enterprise,Health & Wellness Center #484,2023-09-07T00:00:00Z
140951116,"{""plan"": ""annual"", ""amount"": 9502, ""currency"": ""USD""}",9502,USD,annual,2023-09-25T00:00:00Z,innovativesoftware.example,contact485@innovativesoftware.example,650,1485,software,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Alex Thompson"", ""region"": ""north"", ""priority"": 2}",Alex Thompson,2,north,basic,professional,Innovative Software Labs #485,2023-10-31T00:00:00Z
189125546,,,,,2023-08-30T00:00:00Z,artisancoffee.example,contact486@artisancoffee.example,783,1486,food_beverage,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Sarah Johnson"", ""region"": ""west"", ""priority"": 5}",Sarah Johnson,5,west,premium,professional,Artisan Coffee Roasters #486,2023-11-21T00:00:00Z
104549775,"{""plan"": ""annual"", ""amount"": 4614, ""currency"": ""USD""}",4614,USD,annual,2024-04-16T00:00:00Z,edupublishing.example,contact487@edupublishing.example,583,1487,education,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""north"", ""priority"": 1}",Emily Rodriguez,1,north,premium,professional,Educational Publishing House #487,2024-08-04T00:00:00Z
158361605,,,,,2023-05-29T00:00:00Z,sustainablefashion.example,contact488@sustainablefashion.example,402,1488,fashion,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""David Kim"", ""region"": ""central"", ""priority"": 1}",David Kim,1,central,basic,professional,Sustainable Fashion Brand #488,2023-07-30T00:00:00Z
50424569,,,,,2024-04-04T00:00:00Z,advancedmfg.example,contact489@advancedmfg.example,495,1489,manufacturing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""north"", ""priority"": 4}",Jordan Lee,4,north,premium,enterprise,Advanced Manufacturing Corp #489,2024-08-11T00:00:00Z
68540839,,,,,2023-01-22T00:00:00Z,digitalmarketing.example,contact490@digitalmarketing.example,457,1490,marketing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Casey Miller"", ""region"": ""east"", ""priority"": 4}",Casey Miller,4,east,premium,enterprise,Digital Marketing Agency #490,2023-06-17T00:00:00Z
4813204,,,,,2023-08-16T00:00:00Z,cloudservices.example,contact491@cloudservices.example,617,1491,cloud_computing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""David Kim"", ""region"": ""south"", ""priority"": 4}",David Kim,4,south,premium,enterprise,Cloud Services Provider #491,2023-12-24T00:00:00Z
186456118,,,,,2023-05-17T00:00:00Z,biotechresearch.example,contact492@biotechresearch.example,285,1492,biotechnology,"{""salesforce"": true, ""hubspot"": false, ""slack"": true}",False,True,True,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""north"", ""priority"": 5}",David Kim,5,north,standard,starter,Biotech Research Lab #492,2023-11-22T00:00:00Z
83518601,,,,,2024-01-14T00:00:00Z,urbanplanning.example,contact493@urbanplanning.example,443,1493,consulting,"{""salesforce"": false, ""hubspot"": true, ""slack"": false}",True,False,False,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""west"", ""priority"": 5}",Lisa Wang,5,west,standard,enterprise,Urban Planning Consultants #493,2024-05-15T00:00:00Z
40301515,"{""plan"": ""monthly"", ""amount"": 6982, ""currency"": ""USD""}",6982,USD,monthly,2024-03-27T00:00:00Z,renewableresources.example,contact494@renewableresources.example,286,1494,energy,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""north"", ""priority"": 3}",David Kim,3,north,standard,professional,Renewable Resources Corp #494,2024-05-06T00:00:00Z
118484660,,,,,2023-01-04T00:00:00Z,mobileapp.example,contact495@mobileapp.example,567,1495,mobile,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""north"", ""priority"": 3}",Lisa Wang,3,north,standard,starter,Mobile App Development #495,2023-05-31T00:00:00Z
184213884,"{""plan"": ""annual"", ""amount"": 9475, ""currency"": ""USD""}",9475,USD,annual,2024-03-25T00:00:00Z,dataanalytics.example,contact496@dataanalytics.example,360,1496,analytics,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""west"", ""priority"": 5}",Casey Miller,5,west,basic,starter,Data Analytics Firm #496,2024-06-12T00:00:00Z
86985915,,,,,2023-11-17T00:00:00Z,cybersecurity.example,contact497@cybersecurity.example,842,1497,security,"{""salesforce"": false, ""hubspot"": false, ""slack"": true}",False,False,True,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Alex Thompson"", ""region"": ""east"", ""priority"": 1}",Alex Thompson,1,east,premium,professional,Cybersecurity Solutions #497,2023-11-18T00:00:00Z
104262856,,,,,2023-03-15T00:00:00Z,ecommerce.example,contact498@ecommerce.example,850,1498,retail,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""east"", ""priority"": 3}",Lisa Wang,3,east,premium,enterprise,E-commerce Platform #498,2023-09-11T00:00:00Z
69590966,,,,,2024-04-29T00:00:00Z,airesearch.example,contact499@airesearch.example,746,1499,research,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""south"", ""priority"": 2}",David Kim,2,south,standard,enterprise,AI Research Institute #499,2024-11-04T00:00:00Z
113159783,"{""plan"": ""annual"", ""amount"": 4306, ""currency"": ""USD""}",4306,USD,annual,2024-01-09T00:00:00Z,techsolutions.example,contact500@techsolutions.example,293,1500,technology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""central"", ""priority"": 3}",Morgan Davis,3,central,standard,enterprise,Tech Solutions Inc #500,2024-01-11T00:00:00Z
145845102,,,,,2024-02-01T00:00:00Z,greenenergy.example,contact501@greenenergy.example,91,1501,renewable_energy,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Sarah Johnson"", ""region"": ""central"", ""priority"": 4}",Sarah Johnson,4,central,premium,professional,Green Energy Co #501,2024-06-27T00:00:00Z
